OA,geography_code
N20002520,N21000564
N20002521,N21000567
N20002522,N21000567
N20002523,N21000567
N20002524,N21000565
N20002525,N21000566
N20002526,N21000569
N20002527,N21000567
N20002528,N21000569
N20002529,N21000567
N20002530,N21000566
N20002531,N21000568
N20002532,N21000568
N20002533,N21000569
N20002534,N21000568
N20002535,N21000569
N20002536,N21000568
N20002537,N21000568
N20002538,N21000569
N20002539,N21000569
N20002540,N21000570
N20002541,N21000570
N20002542,N21000570
N20002543,N21000570
N20002544,N21000571
N20002545,N21000571
N20002546,N21000571
N20002547,N21000570
N20002548,N21000572
N20002549,N21000572
N20002550,N21000574
N20002551,N21000572
N20002552,N21000574
N20002553,N21000574
N20002554,N21000573
N20002555,N21000573
N20002556,N21000573
N20002557,N21000573
N20002558,N21000573
N20002559,N21000573
N20002560,N21000575
N20002561,N21000575
N20002562,N21000575
N20002563,N21000574
N20002564,N21000572
N20002565,N21000576
N20002566,N21000576
N20002567,N21000576
N20002568,N21000576
N20002569,N21000576
N20002570,N21000576
N20002571,N21000577
N20002572,N21000577
N20002573,N21000576
N20002574,N21000577
N20002575,N21000577
N20002576,N21000578
N20002577,N21000579
N20002578,N21000578
N20002579,N21000578
N20002580,N21000579
N20002581,N21000580
N20002582,N21000580
N20002583,N21000579
N20002584,N21000580
N20002585,N21000579
N20002586,N21000580
N20002587,N21000581
N20002588,N21000581
N20002589,N21000581
N20002590,N21000584
N20002591,N21000582
N20002592,N21000583
N20002593,N21000584
N20002594,N21000581
N20002595,N21000582
N20002596,N21000583
N20002597,N21000582
N20002598,N21000584
N20002599,N21000582
N20002600,N21000582
N20002601,N21000583
N20002602,N21000583
N20002603,N21000582
N20002604,N21000584
N20002605,N21000583
N20002606,N21000585
N20002607,N21000586
N20002608,N21000583
N20002609,N21000586
N20002610,N21000586
N20002611,N21000585
N20002612,N21000584
N20002613,N21000585
N20002614,N21000587
N20002615,N21000585
N20002616,N21000587
N20002617,N21000587
N20002618,N21000586
N20002619,N21000588
N20002620,N21000587
N20002621,N21000586
N20002622,N21000588
N20002623,N21000586
N20002624,N21000586
N20002625,N21000589
N20002626,N21000588
N20002627,N21000589
N20002628,N21000587
N20002629,N21000589
N20002630,N21000590
N20002631,N21000588
N20002632,N21000588
N20002633,N21000590
N20002634,N21000590
N20002635,N21000590
N20002636,N21000590
N20002637,N21000590
N20002638,N21000590
N20002639,N21000591
N20002640,N21000591
N20002641,N21000591
N20002642,N21000592
N20002643,N21000593
N20002644,N21000591
N20002645,N21000591
N20002646,N21000593
N20002647,N21000593
N20002648,N21000592
N20002649,N21000592
N20002650,N21000593
N20002651,N21000592
N20002652,N21000594
N20002653,N21000593
N20002654,N21000595
N20002655,N21000593
N20002656,N21000594
N20002657,N21000595
N20002658,N21000598
N20002659,N21000594
N20002660,N21000595
N20002661,N21000595
N20002662,N21000596
N20002663,N21000598
N20002664,N21000596
N20002665,N21000597
N20002666,N21000597
N20002667,N21000599
N20002668,N21000596
N20002669,N21000597
N20002670,N21000599
N20002671,N21000597
N20002672,N21000599
N20002673,N21000597
N20002674,N21000598
N20002675,N21000598
N20002676,N21000598
N20002677,N21000596
N20002678,N21000598
N20002679,N21000596
N20002680,N21000600
N20002681,N21000600
N20002682,N21000600
N20002683,N21000600
N20002684,N21000596
N20002685,N21000602
N20002686,N21000601
N20002687,N21000601
N20002688,N21000601
N20002689,N21000602
N20002690,N21000602
N20002691,N21000603
N20002692,N21000603
N20002693,N21000603
N20002694,N21000603
N20002695,N21000604
N20002696,N21000604
N20002697,N21000604
N20002698,N21000604
N20002699,N21000606
N20002700,N21000606
N20002701,N21000604
N20002702,N21000605
N20002703,N21000605
N20002704,N21000605
N20002705,N21000606
N20002706,N21000606
N20002707,N21000607
N20002708,N21000605
N20002709,N21000607
N20002710,N21000608
N20002711,N21000608
N20002712,N21000608
N20002713,N21000609
N20002714,N21000607
N20002715,N21000605
N20002716,N21000606
N20002717,N21000605
N20002718,N21000607
N20002719,N21000608
N20002720,N21000609
N20002721,N21000609
N20002722,N21000609
N20002723,N21000608
N20002724,N21000609
N20002725,N21000610
N20002726,N21000610
N20002727,N21000611
N20002728,N21000610
N20002729,N21000611
N20002730,N21000612
N20002731,N21000612
N20002732,N21000611
N20002733,N21000612
N20002734,N21000611
N20002735,N21000611
N20002736,N21000611
N20002737,N21000612
N20002738,N21000612
N20002739,N21000614
N20002740,N21000612
N20002741,N21000615
N20002742,N21000613
N20002743,N21000614
N20002744,N21000613
N20002745,N21000615
N20002746,N21000613
N20002747,N21000615
N20002748,N21000615
N20002749,N21000616
N20002750,N21000616
N20002751,N21000614
N20002752,N21000616
N20002753,N21000616
N20002754,N21000617
N20002755,N21000618
N20002756,N21000617
N20002757,N21000618
N20002758,N21000615
N20002759,N21000617
N20002760,N21000617
N20002761,N21000618
N20002762,N21000618
N20002763,N21000619
N20002764,N21000619
N20002765,N21000619
N20002766,N21000619
N20002767,N21000620
N20002768,N21000621
N20002769,N21000619
N20002770,N21000621
N20002771,N21000623
N20002772,N21000622
N20002773,N21000622
N20002774,N21000623
N20002775,N21000621
N20002776,N21000622
N20002777,N21000623
N20002778,N21000620
N20002779,N21000620
N20002780,N21000622
N20002781,N21000622
N20002782,N21000623
N20002783,N21000621
N20002784,N21000620
N20002785,N21000624
N20002786,N21000623
N20002787,N21000624
N20002788,N21000624
N20002789,N21000624
N20002790,N21000625
N20002791,N21000624
N20002792,N21000625
N20002793,N21000625
N20002794,N21000626
N20002795,N21000625
N20002796,N21000626
N20002797,N21000626
N20002798,N21000627
N20002799,N21000627
N20002800,N21000627
N20002801,N21000627
N20002802,N21000628
N20002803,N21000629
N20002804,N21000629
N20002805,N21000630
N20002806,N21000630
N20002807,N21000630
N20002808,N21000629
N20002809,N21000628
N20002810,N21000630
N20002811,N21000631
N20002812,N21000633
N20002813,N21000631
N20002814,N21000630
N20002815,N21000631
N20002816,N21000631
N20002817,N21000632
N20002818,N21000632
N20002819,N21000633
N20002820,N21000633
N20002821,N21000632
N20002822,N21000633
N20002823,N21000633
N20002824,N21000633
N20002825,N21000634
N20002826,N21000634
N20002827,N21000634
N20002828,N21000635
N20002829,N21000635
N20002830,N21000636
N20002831,N21000635
N20002832,N21000634
N20002833,N21000635
N20002834,N21000635
N20002835,N21000636
N20002836,N21000636
N20002837,N21000638
N20002838,N21000637
N20002839,N21000638
N20002840,N21000637
N20002841,N21000640
N20002842,N21000638
N20002843,N21000637
N20002844,N21000638
N20002845,N21000638
N20002846,N21000637
N20002847,N21000640
N20002848,N21000639
N20002849,N21000639
N20002850,N21000641
N20002851,N21000641
N20002852,N21000641
N20002853,N21000639
N20002854,N21000642
N20002855,N21000642
N20002856,N21000641
N20002857,N21000642
N20002858,N21000642
N20002859,N21000639
N20002860,N21000640
N20002861,N21000639
N20002862,N21000640
N20002863,N21000640
N20002864,N21000640
N20002865,N21000645
N20002866,N21000643
N20002867,N21000644
N20002868,N21000645
N20002869,N21000643
N20002870,N21000643
N20002871,N21000647
N20002872,N21000644
N20002873,N21000646
N20002874,N21000646
N20002875,N21000646
N20002876,N21000647
N20002877,N21000647
N20002878,N21000646
N20002879,N21000647
N20002880,N21000648
N20002881,N21000648
N20002882,N21000645
N20002883,N21000648
N20002884,N21000648
N20002885,N21000649
N20002886,N21000649
N20002887,N21000645
N20002888,N21000649
N20002889,N21000650
N20002890,N21000649
N20002891,N21000650
N20002892,N21000650
N20002893,N21000650
N20002894,N21000651
N20002895,N21000651
N20002896,N21000653
N20002897,N21000651
N20002898,N21000651
N20002899,N21000652
N20002900,N21000653
N20002901,N21000651
N20002902,N21000651
N20002903,N21000653
N20002904,N21000652
N20002905,N21000651
N20002906,N21000652
N20002907,N21000652
N20002908,N21000652
N20002909,N21000653
N20002910,N21000653
N20002911,N21000654
N20002912,N21000653
N20002913,N21000655
N20002914,N21000655
N20002915,N21000654
N20002916,N21000657
N20002917,N21000657
N20002918,N21000654
N20002919,N21000655
N20002920,N21000654
N20002921,N21000656
N20002922,N21000656
N20002923,N21000656
N20002924,N21000656
N20002925,N21000657
N20002926,N21000654
N20002927,N21000657
N20002928,N21000655
N20002929,N21000658
N20002930,N21000658
N20002931,N21000658
N20002932,N21000659
N20002933,N21000662
N20002934,N21000659
N20002935,N21000659
N20002936,N21000662
N20002937,N21000659
N20002938,N21000660
N20002939,N21000662
N20002940,N21000660
N20002941,N21000661
N20002942,N21000664
N20002943,N21000661
N20002944,N21000658
N20002945,N21000660
N20002946,N21000660
N20002947,N21000660
N20002948,N21000658
N20002949,N21000661
N20002950,N21000660
N20002951,N21000664
N20002952,N21000662
N20002953,N21000661
N20002954,N21000659
N20002955,N21000661
N20002956,N21000663
N20002957,N21000663
N20002958,N21000659
N20002959,N21000662
N20002960,N21000663
N20002961,N21000665
N20002962,N21000663
N20002963,N21000665
N20002964,N21000665
N20002965,N21000665
N20002966,N21000666
N20002967,N21000666
N20002968,N21000664
N20002969,N21000664
N20002970,N21000667
N20002971,N21000666
N20002972,N21000667
N20002973,N21000666
N20002974,N21000667
N20002975,N21000668
N20002976,N21000668
N20002977,N21000668
N20002978,N21000668
N20002979,N21000669
N20002980,N21000668
N20002981,N21000669
N20002982,N21000671
N20002983,N21000670
N20002984,N21000671
N20002985,N21000669
N20002986,N21000670
N20002987,N21000669
N20002988,N21000669
N20002989,N21000671
N20002990,N21000672
N20002991,N21000670
N20002992,N21000672
N20002993,N21000670
N20002994,N21000674
N20002995,N21000673
N20002996,N21000669
N20002997,N21000673
N20002998,N21000672
N20002999,N21000673
N20003000,N21000671
N20003001,N21000675
N20003002,N21000675
N20003003,N21000675
N20003004,N21000674
N20003005,N21000675
N20003006,N21000673
N20003007,N21000672
N20003008,N21000675
N20003009,N21000674
N20003010,N21000675
N20003011,N21000675
N20003012,N21000673
N20003013,N21000673
N20003014,N21000674
N20003015,N21000671
N20003016,N21000671
N20003017,N21000671
N20003018,N21000679
N20003019,N21000682
N20003020,N21000676
N20003021,N21000682
N20003022,N21000676
N20003023,N21000677
N20003024,N21000679
N20003025,N21000677
N20003026,N21000676
N20003027,N21000679
N20003028,N21000676
N20003029,N21000676
N20003030,N21000677
N20003031,N21000676
N20003032,N21000677
N20003033,N21000681
N20003034,N21000678
N20003035,N21000681
N20003036,N21000682
N20003037,N21000678
N20003038,N21000678
N20003039,N21000680
N20003040,N21000680
N20003041,N21000681
N20003042,N21000681
N20003043,N21000681
N20003044,N21000683
N20003045,N21000680
N20003046,N21000680
N20003047,N21000683
N20003048,N21000679
N20003049,N21000683
N20003050,N21000681
N20003051,N21000683
N20003052,N21000683
N20003053,N21000683
N20003054,N21000679
N20003055,N21000682
N20003056,N21000682
N20003057,N21000685
N20003058,N21000684
N20003059,N21000684
N20003060,N21000684
N20003061,N21000684
N20003062,N21000685
N20003063,N21000687
N20003064,N21000686
N20003065,N21000687
N20003066,N21000686
N20003067,N21000686
N20003068,N21000687
N20003069,N21000686
N20003070,N21000688
N20003071,N21000687
N20003072,N21000686
N20003073,N21000689
N20003074,N21000687
N20003075,N21000690
N20003076,N21000688
N20003077,N21000690
N20003078,N21000688
N20003079,N21000690
N20003080,N21000689
N20003081,N21000689
N20003082,N21000690
N20003083,N21000689
N20003084,N21000690
N20003085,N21000691
N20003086,N21000690
N20003087,N21000691
N20003088,N21000692
N20003089,N21000689
N20003090,N21000692
N20003091,N21000691
N20003092,N21000690
N20003093,N21000691
N20003094,N21000691
N20003095,N21000692
N20003096,N21000691
N20003097,N21000693
N20003098,N21000693
N20003099,N21000693
N20003100,N21000692
N20003101,N21000694
N20003102,N21000694
N20003103,N21000694
N20003104,N21000695
N20003105,N21000694
N20003106,N21000695
N20003107,N21000695
N20003108,N21000696
N20003109,N21000697
N20003110,N21000696
N20003111,N21000698
N20003112,N21000696
N20003113,N21000697
N20003114,N21000696
N20003115,N21000696
N20003116,N21000698
N20003117,N21000697
N20003118,N21000697
N20003119,N21000695
N20003120,N21000697
N20003121,N21000699
N20003122,N21000698
N20003123,N21000698
N20003124,N21000698
N20003125,N21000701
N20003126,N21000699
N20003127,N21000700
N20003128,N21000700
N20003129,N21000699
N20003130,N21000699
N20003131,N21000701
N20003132,N21000703
N20003133,N21000700
N20003134,N21000702
N20003135,N21000704
N20003136,N21000702
N20003137,N21000703
N20003138,N21000699
N20003139,N21000704
N20003140,N21000701
N20003141,N21000700
N20003142,N21000702
N20003143,N21000702
N20003144,N21000703
N20003145,N21000704
N20003146,N21000705
N20003147,N21000705
N20003148,N21000703
N20003149,N21000704
N20003150,N21000705
N20003151,N21000703
N20003152,N21000701
N20003153,N21000701
N20003154,N21000706
N20003155,N21000707
N20003156,N21000707
N20003157,N21000706
N20003158,N21000707
N20003159,N21000706
N20003160,N21000707
N20003161,N21000706
N20003162,N21000708
N20003163,N21000709
N20003164,N21000706
N20003165,N21000709
N20003166,N21000708
N20003167,N21000708
N20003168,N21000709
N20003169,N21000709
N20003170,N21000710
N20003171,N21000708
N20003172,N21000710
N20003173,N21000711
N20003174,N21000710
N20003175,N21000712
N20003176,N21000711
N20003177,N21000711
N20003178,N21000710
N20003179,N21000710
N20003180,N21000712
N20003181,N21000712
N20003182,N21000711
N20003183,N21000713
N20003184,N21000712
N20003185,N21000713
N20003186,N21000713
N20003187,N21000716
N20003188,N21000715
N20003189,N21000714
N20003190,N21000716
N20003191,N21000715
N20003192,N21000714
N20003193,N21000716
N20003194,N21000715
N20003195,N21000716
N20003196,N21000715
N20003197,N21000714
N20003198,N21000716
N20003199,N21000716
N20003200,N21000717
N20003201,N21000718
N20003202,N21000717
N20003203,N21000718
N20003204,N21000717
N20003205,N21000718
N20003206,N21000718
N20003207,N21000719
N20003208,N21000719
N20003209,N21000719
N20003210,N21000719
N20003211,N21000720
N20003212,N21000721
N20003213,N21000719
N20003214,N21000720
N20003215,N21000721
N20003216,N21000720
N20003217,N21000722
N20003218,N21000722
N20003219,N21000720
N20003220,N21000722
N20003221,N21000723
N20003222,N21000721
N20003223,N21000721
N20003224,N21000721
N20003225,N21000725
N20003226,N21000723
N20003227,N21000724
N20003228,N21000724
N20003229,N21000724
N20003230,N21000725
N20003231,N21000723
N20003232,N21000725
N20003233,N21000724
N20003234,N21000725
N20003235,N21000725
N20003236,N21000726
N20003237,N21000727
N20003238,N21000726
N20003239,N21000729
N20003240,N21000727
N20003241,N21000726
N20003242,N21000728
N20003243,N21000726
N20003244,N21000729
N20003245,N21000726
N20003246,N21000728
N20003247,N21000726
N20003248,N21000728
N20003249,N21000728
N20003250,N21000727
N20003251,N21000728
N20003252,N21000729
N20003253,N21000728
N20003254,N21000729
N20003255,N21000728
N20003256,N21000729
N20003257,N21000730
N20003258,N21000730
N20003259,N21000730
N20003260,N21000730
N20003261,N21000735
N20003262,N21000733
N20003263,N21000731
N20003264,N21000732
N20003265,N21000731
N20003266,N21000733
N20003267,N21000731
N20003268,N21000732
N20003269,N21000731
N20003270,N21000732
N20003271,N21000733
N20003272,N21000734
N20003273,N21000734
N20003274,N21000734
N20003275,N21000735
N20003276,N21000735
N20003277,N21000734
N20003278,N21000733
N20003279,N21000733
N20003280,N21000735
N20003281,N21000736
N20003282,N21000736
N20003283,N21000738
N20003284,N21000737
N20003285,N21000737
N20003286,N21000737
N20003287,N21000737
N20003288,N21000736
N20003289,N21000738
N20003290,N21000739
N20003291,N21000739
N20003292,N21000736
N20003293,N21000736
N20003294,N21000738
N20003295,N21000739
N20003296,N21000738
N20003297,N21000740
N20003298,N21000740
N20003299,N21000741
N20003300,N21000740
N20003301,N21000742
N20003302,N21000741
N20003303,N21000742
N20003304,N21000741
N20003305,N21000742
N20003306,N21000742
N20003307,N21000742
N20003308,N21000742
N20003309,N21000739
N20003310,N21000739
N20003311,N21000743
N20003312,N21000743
N20003313,N21000746
N20003314,N21000743
N20003315,N21000744
N20003316,N21000743
N20003317,N21000743
N20003318,N21000744
N20003319,N21000746
N20003320,N21000745
N20003321,N21000746
N20003322,N21000745
N20003323,N21000747
N20003324,N21000745
N20003325,N21000745
N20003326,N21000745
N20003327,N21000747
N20003328,N21000746
N20003329,N21000748
N20003330,N21000748
N20003331,N21000747
N20003332,N21000749
N20003333,N21000749
N20003334,N21000749
N20003335,N21000748
N20003336,N21000747
N20003337,N21000749
N20003338,N21000750
N20003339,N21000750
N20003340,N21000750
N20003341,N21000751
N20003342,N21000751
N20003343,N21000749
N20003344,N21000751
N20003345,N21000751
N20003346,N21000751
N20003347,N21000754
N20003348,N21000752
N20003349,N21000752
N20003350,N21000752
N20003351,N21000753
N20003352,N21000756
N20003353,N21000753
N20003354,N21000753
N20003355,N21000753
N20003356,N21000754
N20003357,N21000756
N20003358,N21000755
N20003359,N21000756
N20003360,N21000754
N20003361,N21000756
N20003362,N21000754
N20003363,N21000754
N20003364,N21000755
N20003365,N21000755
N20003366,N21000758
N20003367,N21000757
N20003368,N21000759
N20003369,N21000757
N20003370,N21000758
N20003371,N21000755
N20003372,N21000759
N20003373,N21000757
N20003374,N21000757
N20003375,N21000759
N20003376,N21000759
N20003377,N21000759
N20003378,N21000758
N20003379,N21000757
N20003380,N21000757
N20003381,N21000759
N20003382,N21000758
N20003383,N21000760
N20003384,N21000760
N20003385,N21000758
N20003386,N21000759
N20003387,N21000756
N20003388,N21000760
N20003389,N21000758
N20003390,N21000760
N20003391,N21000762
N20003392,N21000761
N20003393,N21000761
N20003394,N21000761
N20003395,N21000761
N20003396,N21000762
N20003397,N21000763
N20003398,N21000763
N20003399,N21000763
N20003400,N21000763
N20003401,N21000763
N20003402,N21000764
N20003403,N21000765
N20003404,N21000765
N20003405,N21000764
N20003406,N21000765
N20003407,N21000765
N20003408,N21000765
N20003409,N21000764
N20003410,N21000765
N20003411,N21000764
N20003412,N21000766
N20003413,N21000767
N20003414,N21000768
N20003415,N21000766
N20003416,N21000767
N20003417,N21000767
N20003418,N21000766
N20003419,N21000767
N20003420,N21000762
N20003421,N21000766
N20003422,N21000768
N20003423,N21000768
N20003424,N21000768
N20003425,N21000769
N20003426,N21000769
N20003427,N21000769
N20003428,N21000769
N20003429,N21000770
N20003430,N21000770
N20003431,N21000770
N20003432,N21000773
N20003433,N21000775
N20003434,N21000773
N20003435,N21000773
N20003436,N21000773
N20003437,N21000771
N20003438,N21000773
N20003439,N21000773
N20003440,N21000772
N20003441,N21000772
N20003442,N21000771
N20003443,N21000771
N20003444,N21000772
N20003445,N21000772
N20003446,N21000774
N20003447,N21000773
N20003448,N21000771
N20003449,N21000772
N20003450,N21000772
N20003451,N21000774
N20003452,N21000774
N20003453,N21000774
N20003454,N21000774
N20003455,N21000774
N20003456,N21000775
N20003457,N21000776
N20003458,N21000776
N20003459,N21000776
N20003460,N21000776
N20003461,N21000775
N20003462,N21000777
N20003463,N21000777
N20003464,N21000777
N20003465,N21000777
N20003466,N21000777
N20003467,N21000776
N20003468,N21000777
N20003469,N21000776
N20003470,N21000778
N20003471,N21000778
N20003472,N21000778
N20003473,N21000778
N20003474,N21000779
N20003475,N21000779
N20003476,N21000779
N20003477,N21000780
N20003478,N21000779
N20003479,N21000780
N20003480,N21000780
N20003481,N21000780
N20003482,N21000781
N20003483,N21000783
N20003484,N21000782
N20003485,N21000784
N20003486,N21000784
N20003487,N21000781
N20003488,N21000782
N20003489,N21000781
N20003490,N21000783
N20003491,N21000785
N20003492,N21000782
N20003493,N21000784
N20003494,N21000783
N20003495,N21000784
N20003496,N21000781
N20003497,N21000786
N20003498,N21000785
N20003499,N21000787
N20003500,N21000789
N20003501,N21000785
N20003502,N21000788
N20003503,N21000787
N20003504,N21000787
N20003505,N21000786
N20003506,N21000788
N20003507,N21000786
N20003508,N21000790
N20003509,N21000793
N20003510,N21000787
N20003511,N21000786
N20003512,N21000793
N20003513,N21000787
N20003514,N21000785
N20003515,N21000786
N20003516,N21000789
N20003517,N21000793
N20003518,N21000789
N20003519,N21000792
N20003520,N21000792
N20003521,N21000791
N20003522,N21000789
N20003523,N21000790
N20003524,N21000791
N20003525,N21000792
N20003526,N21000791
N20003527,N21000791
N20003528,N21000792
N20003529,N21000793
N20003530,N21000794
N20003531,N21000794
N20003532,N21000794
N20003533,N21000794
N20003534,N21000794
N20003535,N21000790
N20003536,N21000790
N20003537,N21000795
N20003538,N21000795
N20003539,N21000800
N20003540,N21000795
N20003541,N21000796
N20003542,N21000796
N20003543,N21000796
N20003544,N21000800
N20003545,N21000800
N20003546,N21000797
N20003547,N21000797
N20003548,N21000798
N20003549,N21000798
N20003550,N21000799
N20003551,N21000798
N20003552,N21000802
N20003553,N21000799
N20003554,N21000801
N20003555,N21000799
N20003556,N21000801
N20003557,N21000801
N20003558,N21000802
N20003559,N21000804
N20003560,N21000804
N20003561,N21000802
N20003562,N21000803
N20003563,N21000802
N20003564,N21000802
N20003565,N21000804
N20003566,N21000802
N20003567,N21000804
N20003568,N21000803
N20003569,N21000800
N20003570,N21000805
N20003571,N21000805
N20003572,N21000803
N20003573,N21000805
N20003574,N21000805
N20003575,N21000804
N20003576,N21000805
N20003577,N21000805
N20003578,N21000806
N20003579,N21000806
N20003580,N21000806
N20003581,N21000806
N20003582,N21000808
N20003583,N21000806
N20003584,N21000806
N20003585,N21000807
N20003586,N21000809
N20003587,N21000807
N20003588,N21000807
N20003589,N21000808
N20003590,N21000809
N20003591,N21000810
N20003592,N21000811
N20003593,N21000809
N20003594,N21000810
N20003595,N21000808
N20003596,N21000811
N20003597,N21000809
N20003598,N21000808
N20003599,N21000811
N20003600,N21000810
N20003601,N21000812
N20003602,N21000809
N20003603,N21000812
N20003604,N21000810
N20003605,N21000811
N20003606,N21000810
N20003607,N21000813
N20003608,N21000813
N20003609,N21000813
N20003610,N21000812
N20003611,N21000814
N20003612,N21000810
N20003613,N21000814
N20003614,N21000812
N20003615,N21000812
N20003616,N21000813
N20003617,N21000813
N20003618,N21000813
N20003619,N21000814
N20003620,N21000814
N20003621,N21000815
N20003622,N21000816
N20003623,N21000815
N20003624,N21000815
N20003625,N21000816
N20003626,N21000818
N20003627,N21000819
N20003628,N21000817
N20003629,N21000819
N20003630,N21000818
N20003631,N21000820
N20003632,N21000817
N20003633,N21000820
N20003634,N21000819
N20003635,N21000816
N20003636,N21000820
N20003637,N21000816
N20003638,N21000819
N20003639,N21000818
N20003640,N21000817
N20003641,N21000819
N20003642,N21000817
N20003643,N21000816
N20003644,N21000820
N20003645,N21000821
N20003646,N21000821
N20003647,N21000821
N20003648,N21000822
N20003649,N21000822
N20003650,N21000823
N20003651,N21000824
N20003652,N21000823
N20003653,N21000824
N20003654,N21000822
N20003655,N21000823
N20003656,N21000824
N20003657,N21000824
N20003658,N21000823
N20003659,N21000825
N20003660,N21000824
N20003661,N21000827
N20003662,N21000825
N20003663,N21000826
N20003664,N21000825
N20003665,N21000825
N20003666,N21000826
N20003667,N21000827
N20003668,N21000825
N20003669,N21000827
N20003670,N21000826
N20003671,N21000826
N20003672,N21000827
N20003673,N21000828
N20003674,N21000828
N20003675,N21000827
N20003676,N21000828
N20003677,N21000828
N20003678,N21000828
N20003679,N21000833
N20003680,N21000829
N20003681,N21000829
N20003682,N21000829
N20003683,N21000830
N20003684,N21000830
N20003685,N21000833
N20003686,N21000830
N20003687,N21000830
N20003688,N21000831
N20003689,N21000830
N20003690,N21000830
N20003691,N21000830
N20003692,N21000832
N20003693,N21000831
N20003694,N21000832
N20003695,N21000832
N20003696,N21000834
N20003697,N21000834
N20003698,N21000835
N20003699,N21000835
N20003700,N21000831
N20003701,N21000834
N20003702,N21000834
N20003703,N21000835
N20003704,N21000831
N20003705,N21000835
N20003706,N21000834
N20003707,N21000837
N20003708,N21000835
N20003709,N21000835
N20003710,N21000836
N20003711,N21000837
N20003712,N21000836
N20003713,N21000837
N20003714,N21000836
N20003715,N21000837
N20003716,N21000836
N20003717,N21000836
N20003718,N21000837
N20003719,N21000836
N20003720,N21000837
N20003721,N21000833
N20003722,N21000838
N20003723,N21000837
N20003724,N21000838
N20003725,N21000838
N20003726,N21000833
N20003727,N21000838
N20003728,N21000838
N20003729,N21000838
N20003730,N21000841
N20003731,N21000841
N20003732,N21000839
N20003733,N21000839
N20003734,N21000839
N20003735,N21000839
N20003736,N21000839
N20003737,N21000841
N20003738,N21000840
N20003739,N21000840
N20003740,N21000841
N20003741,N21000842
N20003742,N21000842
N20003743,N21000841
N20003744,N21000842
N20003745,N21000842
N20003746,N21000842
N20003747,N21000842
N20003748,N21000843
N20003749,N21000843
N20003750,N21000843
N20003751,N21000843
N20003752,N21000842
N20003753,N21000843
N20003754,N21000844
N20003755,N21000844
N20003756,N21000844
N20003757,N21000845
N20003758,N21000845
N20003759,N21000844
N20003760,N21000846
N20003761,N21000846
N20003762,N21000847
N20003763,N21000846
N20003764,N21000847
N20003765,N21000847
N20003766,N21000847
N20003767,N21000846
N20003768,N21000847
N20003769,N21000848
N20003770,N21000848
N20003771,N21000849
N20003772,N21000848
N20003773,N21000849
N20003774,N21000849
N20003775,N21000850
N20003776,N21000850
N20003777,N21000850
N20003778,N21000850
N20003779,N21000850
N20003780,N21000849
